#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS
2183,V397 Lac,Classical,22 06 08.35,49 54 08.79,9.69,B1.5Vnne,,36
2184,25 Peg,Classical,22 07 50.30,21 42 10.53,5.783,B7Vne,130,335
2185,BD+53 2790,Classical,22 07 56.24,54 31 06.40,9.93,O9.5IIIe,,32
2186,EM* MWC 1055,Classical,22 08 25.40,54 13 26.53,12.1,Be,,2
2187,EE Cep,Classical,22 09 22.76,55 45 24.18,10.9,B5nev,,9
2188,Cl* NGC 7235 HOAG 9,Classical,22 12 19.77,57 16 05.81,12.16,Be,,1
2189,BD+54 2718,Classical,22 14 59.49,55 27 48.82,10.17,B2IIIe,,3
2190,V404 Lac,Classical,22 19 00.24,45 48 08.53,8.4,B3Ve,265,33
2191,HD 235795,Classical,22 19 07.60,52 07 13.15,9.13,B1Vnne,,3
2192,V357 Lac,Classical,22 20 22.71,51 51 39.60,6.98,B1Vnnpev,,1366
2193,EM* StHA 198,Classical,22 21 11.49,77 04 07.99,10.54,Be,,3
2194,31 Peg,Classical,22 21 31.08,12 12 18.66,4.81,B2IVe,98,1264
2195,BD+61 2292,Classical,22 23 12.26,62 41 59.94,10.04,B2Vne,,1
2196,HD 212666,Classical,22 24 52.95,52 07 58.34,8.49,B3e,290,60
2197,V450 Cep,Classical,22 25 03.66,57 50 29.73,10.23,B1.5IVpe,,4
2198,pi Aqr,Classical,22 25 16.62,01 22 38.63,4.794,B1Ve,230,4125
2199,V408 Lac,Classical,22 25 41.75,52 26 18.43,8.02,B4e,160,136
2200,HD 213088,Classical,22 27 49.67,52 58 07.42,8.51,B9e,200,82
2201,V409 Lac,Classical,22 28 22.53,47 26 59.32,8.52,B2e,190,65
2202,EM* MWC 1063,Classical,22 29 08.14,51 13 30.04,10.75,B5e,,3
2203,V413 Lac,Classical,22 30 05.73,54 47 24.58,9.82,B0IVne,,2
2204,ChOPS J223013.39+613140.8,Classical,22 30 13.39,61 31 40.80,,Be,,0
2205,ChOPS J223030.43+612255.3,Classical,22 30 30.43,61 22 55.31,,Be,,0
2206,ChOPS J223048.26+611453.7,Classical,22 30 48.26,61 14 52.69,,Be,,0
2207,BD+60 2405,Classical,22 31 09.93,61 36 34.26,9.93,B3Vnne,,3
2208,EM* CDS 1367,Classical,22 34 32.58,58 19 48.88,10.6,B2IIIe,,1
2209,BD+56 2811,Classical,22 35 00.13,57 36 14.38,10.04,Be,,1
2210,8 Lac B,Classical,22 35 52.11,39 37 41.28,6.48,B2Ve,300,192
2211,8 Lac A,Classical,22 35 52.28,39 38 03.58,5.73,B2Ve,265,368
2212,V415 Lac,Classical,22 38 31.83,55 50 05.39,9.19,B1IVnnpe,,403
2213,4U 2238+60,Classical,22 39 20.90,61 16 26.80,,Be,,0
2214,eps PsA,Classical,22 40 39.34,-27 02 37.02,4.18,B8Ve,200,42
2215,HD 215227,Classical,22 42 57.30,44 43 18.25,8.81,B5ne,,105
2216,BD+53 2964,Classical,22 43 23.20,54 04 17.76,9.47,B2IVnnpe,,3
2217,HD 215605,Classical,22 45 18.43,57 51 06.48,9.61,B2IVnne,,4
2218,EM* MWC 659,Classical,22 47 45.37,57 16 50.78,10.15,B0IIIpe,,1
2219,PS Cep,Classical,22 47 49.57,58 08 49.52,10.14,B6Vne,,136
2220,HD 216044,Classical,22 48 43.28,55 07 33.76,8.52,B0IIe,,38
2221,HD 216057,Classical,22 48 47.90,54 24 53.61,6.131,B5Vne,260,137
2222,V385 Cep,Classical,22 49 07.23,62 11 08.41,13.97,B3Ve,,3
2223,14 Lac,Classical,22 50 21.77,41 57 12.22,5.928,B3IVe,225,1198
2224,HD 216113,Classical,22 50 31.81,-32 25 38.73,9.36,A3Vspe,,2
2225,BD+61 2355,Classical,22 52 29.19,62 41 09.81,9.63,B7IVe,,1
2226,EM* GGR 112,Classical,22 54 04.80,60 46 48.00,,Be,,0
2227,Cl* NGC 7419 BMD 620,Classical,22 54 20.41,60 49 52.28,14.184,Be,,0
2228,EM* GGR 113,Classical,22 54 36.00,60 46 48.00,13.941,Be,,0
2229,V423 Lac,Classical,22 55 47.06,43 33 33.43,7.97,B3Vne,310,195
2230,HD 217061,Classical,22 56 42.55,62 37 29.56,8.8,B1Vne,,113
2231,EW Lac,Classical,22 57 04.50,48 41 02.65,5.42,B3IVpe,265,475
2232,BD+61 2380,Classical,22 59 22.26,61 58 22.96,9.14,B9Ve,,5
2233,V378 And,Classical,23 00 54.75,38 42 28.24,6.555,B3Vpe,370,399
2234,omi And,Classical,23 01 55.26,42 19 33.53,3.633,B6IIIpe,260,3867
2235,BD+62 2158,Classical,23 02 12.79,62 49 33.05,10.14,B9Ve,,3
2236,BD+57 2678,Classical,23 03 36.81,58 18 35.10,9.81,B0.5Ve,,2
2237,bet Psc,Classical,23 03 52.61,03 49 12.17,4.486,B6Ve,95,954
2238,CW Cep,Classical,23 04 02.22,63 23 48.76,7.67,B1Vve,,248
2239,V374 Cep,Classical,23 05 07.49,62 15 37.08,10.04,B5Vpe,,2
2240,KX And,Classical,23 07 06.21,50 11 32.49,7.02,Bpe,,314
2241,KY And,Classical,23 09 16.75,49 39 02.21,6.758,B3IVe,,269
2242,V808 Cas,Classical,23 15 27.92,62 04 44.57,9.7,B0IIIpe,,28
2243,V810 Cas,Classical,23 20 19.02,55 48 28.08,8.59,B1npe,,85
2244,V811 Cas,Classical,23 20 34.31,58 16 39.44,8.62,B0.5Vpe,,57
2245,V813 Cas,Classical,23 22 10.46,56 20 53.61,7.93,B8e,350,133
2246,EM* CDS 1464,Classical,23 22 57.50,58 44 56.04,11.38,B2Ve,,2
2247,EM* GGR 142,Classical,23 24 16.80,61 38 60.00,12.1,Be,,1
2248,NGC 7654 930,Classical,23 24 48.96,61 34 22.80,11.6,Be,,1
2249,EM* GGR 144,Classical,23 25 12.00,61 37 48.00,11.2,Be,,1
2250,bet Scl,Classical,23 32 58.26,-37 49 05.76,4.37,B9.5IVmnpe,20,31
2251,BD+60 2584,Classical,23 35 41.50,61 11 19.33,10.33,B1IVpe,,3
2252,18 And,Classical,23 39 08.33,50 28 18.24,5.35,B9Ve,,551
2253,BD+61 2494,Classical,23 39 47.91,61 55 41.94,10.07,B0Vne,,2
2254,BD+60 2600,Classical,23 40 18.57,61 20 43.77,9.34,B9Ve,,3
2255,V817 Cas,Classical,23 45 55.06,54 44 07.43,8.5,Be,,59
2256,HD 223044,Classical,23 46 00.42,61 59 27.67,8.43,B3e,130,90
2257,HD 223387,Classical,23 48 54.64,57 12 34.55,8.99,Bpe,,119
2258,V818 Cas,Classical,23 49 53.12,62 12 50.73,7.74,B2Vne,,207
2259,EM* AS 518,Classical,23 57 32.07,72 53 03.69,10.61,Be,,3
2260,BD+65 1970,Classical,23 57 34.10,66 25 53.84,10.17,B5e,,1
2261,LQ And,Classical,23 58 46.44,46 24 47.44,6.542,B4Vne,300,507
2262,HD 224544,Classical,23 58 49.24,32 22 54.14,6.524,B6IVe,260,402
2263,HD 224599,Classical,23 59 14.97,60 01 20.93,9.7,B0.5Vnnpe,,2
2264,eps Tuc,Classical,23 59 54.98,-65 34 37.68,4.49,B8Ve,300,14
