#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,EDR3Name,Plx,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,RVDR2,GLON,GLAT,Tefftemp,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,HR1_x,HR2_x,HR3,HR4,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,HRhm,HRhs,HRms,VaKSb,VaKPb,VaGLb,Vib,_2SXPS,HR1_y,HR2_y,FPO0,FPU0,NH1H,Gamma,flags
1833,alf Ara,Classical,2.836,B2Vne,290,17,262.960375,-49.87614444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1834,V864 Ara,Classical,7.03,B7Vnnpe,,4,263.2972916666667,-58.55753333333333,1834.0,Gaia EDR3 5913099596334623744,4.2709,5.047,10.801,0.155,34.7,6.894635,7.053774,6.549073,,333.2976065472,-13.5080768712,,4.917550107678382e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1835,CD-22 12093,Classical,10.93,Be,,0,263.32,-22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1836,V830 Ara,Classical,8.17,B2IIpe,,3,263.48499999999996,-45.62724722222222,1836.0,Gaia EDR3 5952134045867897856,0.6245,0.555,-0.833,0.232,34.8,8.197326,8.173415,8.168218,,344.5743602871,-6.8613670775,,1.4814001827251601e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1837,HD 317861,Classical,9.83,B4Vne,,0,263.5092916666667,-32.67768888888889,1837.0,Gaia EDR3 4054593751881416960,,,,46.563,1270000.0,10.173901,9.822293,9.448685,,355.5092899456,0.1159183727,,2.399067093785396e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1838,Cl* NGC 6383 FJL 24,Classical,11.38,B9Ve,,0,263.69975,-32.588969444444444,1838.0,Gaia EDR3 4054618589653638784,0.7069,2.402,-1.923,0.253,72.5,11.266541,11.398829,11.014829,,355.6708267174,0.0292681966,,8.769733458052859e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J173448.0-323520,9.76574e-16,5.7808e-15,6.62671e-15,2.35755e-15,1.94564e-15,1.67491e-14,3.95163e-14,0.760427,0.130359,-0.73235,-0.466477,,,,0.0,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia,XMM"
1839,Cl* NGC 6383 FJL 22,Classical,12.3,A3Ve,,0,263.70570833333335,-32.58971944444444,1839.0,Gaia EDR3 4054615634716139264,0.8393,1.792,-2.706,0.169,23.1,12.121522,12.460416,11.601379,,355.6729040323,0.0246360223,,3.9901938404839804e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1840,HD 159489,Classical,8.2,B1Ve,170,3,264.30766666666665,-45.15739722222222,1840.0,Gaia EDR3 5955254318081779072,0.9133,-6.401,-1.645,0.243,51.6,8.15379,8.133044,8.128177,,345.2842325277,-7.1021861335,,1.5420085930434714e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1841,V1083 Sco,Classical,8.2,B2Vne,,0,264.37879166666664,-35.33306666666667,1841.0,Gaia EDR3 4053248426370892160,0.7685,-1.654,-1.026,0.175,11.9,7.891602,8.185337,7.3817,,353.6617109885,-1.9231919714,,1.963188466149476e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1842,HD 159848,Classical,9.3,B3Vnne,,0,264.6380833333333,-37.909013888888886,1842.0,Gaia EDR3 5962259585891534336,0.9074,-0.976,-4.011,0.108,8.1,9.212861,9.29847,8.989465,,351.5919429619,-3.4738989591,,5.813777327106025e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1843,RX J1739.4-2942,Classical,,Be,,0,264.8875,-29.72388888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1844,V862 Sco,Classical,6.75,B5Ve,220,21,265.00433333333336,-32.20106666666667,1844.0,Gaia EDR3 4054222529305210240,1.8408,-0.895,-5.667,0.275,59.1,6.708493,6.706365,6.659321,,356.5890572067,-0.6923384232,,5.837213710635179e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1845,V2382 Oph,Classical,7.18,B3Vne,,21,265.0994583333333,-28.9232,1845.0,Gaia EDR3 4060162434709471360,2.2263,-1.373,-5.496,0.147,18.5,7.142471,7.269578,6.858437,,359.4102571555,0.9787542846,,3.913942074314862e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1846,HD 160546,Classical,10.72,B9IVe,,0,265.3713333333333,-22.624188888888888,1846.0,Gaia EDR3 4116944994799116672,1.5617,0.33,-2.59,0.122,8.3,10.655348,10.867077,10.241228,,4.8944385901,4.0977244548,,1.5397974422326163e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1847,V2243 Oph,Classical,9.75,B3Vnne,,2,265.79670833333336,-18.30233611111111,1847.0,Gaia EDR3 4120229339119736960,0.7169,-1.049,-2.804,0.106,9.07,9.603414,9.722288,9.331826,,8.8050709661,6.0119546446,,4.057300681164323e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1848,HD 160648,Classical,7.52,B6IIIe,,3,265.8511666666667,-46.58794722222222,1848.0,Gaia EDR3 5948916977900142208,1.5053,-2.116,-4.892,0.256,44.2,7.52355,7.503151,7.504866,,344.6097852139,-8.762013908,,2.7553881979907732e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1849,HD 161004,Classical,8.79,B9IVe,,0,266.059,-27.457858333333334,1849.0,Gaia EDR3 4060774347275466496,1.9858,0.403,-8.173,0.096,8.3,8.674396,8.797332,8.406048,,1.1015110325,1.0320349701,,9.54650476981548e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1850,V2315 Oph,Classical,8.33,B9e,350,18,266.06558333333334,5.714308333333333,1850.0,Gaia EDR3 4473740881588705280,2.8918,-0.939,-8.456,0.198,30.2,8.268516,8.285397,8.183903,,30.3786245155,17.5337648692,,1.3873830805744629e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1851,V3892 Sgr,Classical,8.69,Oe,,0,266.19075,-27.229027777777777,1851.0,Gaia EDR3 4060784345959549184,0.7873,-0.857,-2.296,0.087,4.67,8.234564,8.511403,7.735419,,1.3578175114,1.0519589548,,1.4314533323005402e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J174445.7-271344,9.2545058436685e-13,6.966094127931e-13,1.7257746833105e-13,7.0113304845422e-14,0.0,0.17489,0.29232,0.12117,0.1839455,0.3517833,0.1336018,,,,,,,,,"BeSS,Gaia,Chandra"
1852,CD-25 12254,Classical,11.0,Be,,0,266.2380416666667,-25.237302777777778,1852.0,Gaia EDR3 4067926601741849216,0.6549,0.125,-4.186,0.0,0.0,10.766365,11.106861,10.222802,,3.079588031,2.0551814235,,1.3901344110284675e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1853,HD 161306,Classical,8.3,B0ne,,91,266.28208333333333,-9.815122222222222,1853.0,Gaia EDR3 4164870026493734400,2.1838,-1.765,-9.589,0.11,19.4,8.344398,8.641744,7.838761,,16.4228196646,9.9317053195,,1.2937298357606382e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1854,V2385 Oph,Classical,8.84,B8e,,15,266.56329166666666,-1.1500472222222222,1854.0,Gaia EDR3 4371084050750959360,1.0186,-1.967,2.31,0.153,33.3,8.850231,8.939082,8.635122,,24.2935813793,13.9179107312,,8.119146800970505e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1855,BD+23 3183,Classical,10.01,Be,,214,266.76366666666667,23.329266666666665,1855.0,Gaia EDR3 4580498203607698688,1.3533,-2.498,5.911,0.16,45.7,9.953217,9.987874,9.833837,,47.9299336446,24.0258232124,,2.9397878718878873e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1856,V4375 Sgr,Classical,9.2,Be,,0,267.0585,-28.014758333333333,1856.0,Gaia EDR3 4057682692354437888,0.301,-2.155,-4.556,0.11,6.59,7.709213,8.962955,6.551145,,1.085702698,-0.0131805334,,2.3222961056113934e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1857,V3894 Sgr,Classical,6.35,B4IVe,95,41,267.11600000000004,-26.974944444444443,1857.0,Gaia EDR3 4066770499563211136,2.2788,-0.301,-5.536,0.183,30.2,6.276762,6.345018,6.09321,,2.002626513,0.4798398812,,8.68756353773011e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1858,HD 316341,Classical,9.06,B0Ve,120,0,267.1480416666667,-29.95800277777778,1858.0,Gaia EDR3 4057180662233441536,0.6098,1.236,-0.986,0.066,3.59,9.640618,9.841462,9.266438,,359.4614705293,-1.0829712234,,3.920627608994348e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J174835.5-295729,,,,,,,,,,,0.6065333,,,,,,,,,"BeSS,Gaia,Chandra"
1859,HD 161774,Classical,8.73,B8Vnne,100,0,267.2139583333333,-33.862519444444445,1859.0,Gaia EDR3 4041854604038898688,1.6896,3.009,-1.305,0.0,0.0,8.505942,8.693687,8.125469,,356.1396645022,-3.1397220088,,1.114874530097341e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1860,HD 316307,Classical,10.63,Be,,0,267.24608333333333,-28.98455,1860.0,Gaia EDR3 4057300302851551872,0.9067,-1.304,-0.908,0.093,8.03,10.552529,10.639288,10.361129,,0.3398324719,-0.6545475715,,1.692743652273541e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1861,HD 161705,Classical,8.66,B8IIIe,,1,267.253625,-41.71350277777778,1861.0,Gaia EDR3 5957700044257491712,1.4168,0.467,-5.939,0.2,31.6,8.656711,8.641009,8.63302,,349.3689425566,-7.1628344952,,9.70327620677517e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1862,HD 161807,Classical,7.007,B3Vne,,1,267.35312500000003,-38.983780555555555,1862.0,Gaia EDR3 5958243001205162112,0.763,2.845,0.737,0.295,49.4,6.977556,6.915222,7.027181,,351.7785070286,-5.8490510655,,4.555965155439374e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1863,HD 162428,Classical,7.103,A0e,350,328,267.505125,24.468075,1863.0,Gaia EDR3 4581080772971623680,3.3343,1.059,-3.076,0.362,163.0,7.137808,7.086969,7.183032,,49.3560973226,23.7881545096,,3.9307877495265e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1864,z Her,Classical,6.89,Bpshe,159,1073,267.51391666666666,48.39415555555556,1864.0,Gaia EDR3 1363284299777747584,3.1524,1.164,13.176,0.34,125.0,6.692702,6.625659,6.778567,,75.3633985637,29.8243918097,,5.922730804777875e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1865,V868 Ara,Classical,7.59,B6Vne,,5,267.578625,-47.230525,1865.0,Gaia EDR3 5948095019909932928,2.2739,12.503,-6.34,0.195,26.2,7.381499,7.578012,6.980428,,344.6422392759,-10.1053758083,,3.1405317898590633e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1866,HD 316436,Classical,10.4,B3IVpe,,0,267.82354166666664,-30.135886111111112,1866.0,Gaia EDR3 4056368466815786880,0.7096,0.242,-0.831,0.109,7.39,10.008869,10.312645,9.515167,,359.6087354648,-1.6761597555,,2.792898764319109e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1867,HD 316464,Classical,10.4,B1Ve,,0,267.8279166666666,-30.622341666666667,1867.0,Gaia EDR3 4056337268134780800,0.3453,-0.394,-1.959,0.111,6.75,10.480089,10.744326,10.038054,,359.1921533757,-1.927676684,,1.8095358593260177e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1868,HD 316520,Classical,10.79,B5IVnne,,0,268.01420833333333,-28.758669444444443,1868.0,Gaia EDR3 4057351464551123328,0.5076,-0.275,-0.478,0.0,0.0,10.620366,10.810089,10.265756,,0.8784882283,-1.1164782212,,1.590217007217599e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J175203.4-284530,3.4311623255191e-13,3.1363513714255e-13,3.2932926269368e-14,8.7744752550771e-15,0.0,0.02249,0.35728,0.31855,0.4150711,0.3553857,,,,,,,,,,"BeSS,Gaia,Chandra"
1869,HD 316587,Classical,10.6,B1Vne,190,0,268.05791666666664,-29.931302777777777,1869.0,Gaia EDR3 4056395748426871424,0.5748,0.604,-2.09,0.0,0.0,10.432074,10.616311,10.085747,,359.8883364178,-1.7464274599,,1.8913556184012972e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1870,HD 162352,Classical,8.24,A0e,,0,268.0774583333333,-37.75054166666666,1870.0,Gaia EDR3 4036870036847286656,1.1047,-0.749,-5.379,0.194,15.3,8.201033,8.210909,8.1006,,353.1366833102,-5.7173698027,,1.47635090253454e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1871,HD 316589,Classical,10.0,B2IVnne,,1,268.078125,-30.041819444444446,1871.0,Gaia EDR3 4056390521372466688,0.6359,-0.571,-0.991,0.037,0.762,10.474794,10.625785,10.169495,,359.8020288692,-1.8177159514,,1.8183822938758543e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1872,HD 162717,Classical,9.39,B2IIe,,2,268.3582083333333,-24.265427777777777,1872.0,Gaia EDR3 4067759402876162688,0.634,0.915,-1.654,0.113,12.3,9.185981,9.463327,8.726513,,4.9038990873,0.9037247111,,5.959507818577828e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1873,V771 Sgr,Classical,8.76,Oe,,3,268.3685,-24.77436388888889,1873.0,Gaia EDR3 4067633238255477248,0.5548,-0.267,-2.637,0.699,338.0,8.396587,8.82653,7.738921,,4.4700556389,0.6374410598,,1.233013960690796e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1874,HD 162568,Classical,8.06,B2IIIne,,1,268.41499999999996,-42.89751388888889,1874.0,Gaia EDR3 5956469420210772480,1.5837,2.085,-3.114,0.273,39.4,7.95582,7.928654,7.943685,,348.7629496605,-8.4966698796,,1.8504390886245187e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1875,HD 316568,Classical,9.57,B2IVpe,,0,268.6779583333333,-29.729891666666667,1875.0,Gaia EDR3 4056489821007384192,0.5676,0.722,0.091,0.0,0.0588,9.652394,9.778092,9.367512,,0.3347303697,-2.1081265513,,3.878333877906243e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J175442.7-294347,8.8813509513483e-15,6.3259191056695e-15,1.8717324190983e-15,8.9435644532215e-16,0.0,0.07995,0.23111,0.15116,0.5385845,0.5279798,0.0887925,,,,,,,,,"BeSS,Gaia,Chandra"
1876,HD 163007,Classical,7.447,B4Vne,,7,269.05579166666666,-46.70213611111111,1876.0,Gaia EDR3 5953974078545434240,0.6785,0.172,-2.16,0.251,42.3,7.38872,7.381607,7.332937,,345.6072967204,-10.7333221076,,3.119714086330132e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1877,HD 163453,Classical,9.47,Oe,,0,269.357625,-28.255116666666666,1877.0,Gaia EDR3 4062649010266047360,0.4891,0.623,-2.312,0.0,0.0,9.905863,10.134588,9.501806,,1.9094932567,-1.8812994505,,3.0708428629991945e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1878,HD 163454,Classical,8.27,Oe,,1,269.38320833333336,-31.015055555555556,1878.0,Gaia EDR3 4044071494394682752,0.5686,1.854,-0.986,0.0,0.0,8.142205,8.310356,7.798107,,359.5270939049,-3.2790429815,,1.5585501952345737e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1879,EM* AS 258,Classical,11.86,Be,,0,269.4436666666667,-24.20288888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1880,HD 163435,Classical,9.41,B9IIIe,,1,269.5187083333333,-41.52946388888889,1880.0,Gaia EDR3 5956829201035447296,1.1282,0.43,-6.226,0.165,25.0,9.34477,9.345622,9.301198,,350.3736388011,-8.5449851702,,5.148666881264184e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1881,HD 163848,Classical,8.19,B8Ve,300,6,269.7652916666667,-20.062377777777776,1881.0,Gaia EDR3 4071198709604422912,2.9911,-0.075,-14.796,0.23,19.3,8.129531,8.204348,7.93934,,9.193616531,1.8894800953,,1.5768500415492285e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1882,V3984 Sgr,Classical,7.355,B5Ve,312,1,269.985125,-33.40832777777778,1882.0,Gaia EDR3 4042509775560348672,1.6488,4.664,-3.126,0.182,13.2,7.208387,7.231799,7.101376,,357.6952311258,-4.9065199406,,3.6833924526331654e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1883,66 Oph,Classical,4.784,B2Ve,262,10747,270.06583333333333,4.368616666666667,1883.0,Gaia EDR3 4469791641982392192,4.9043,4.735,-13.362,2.374,8160.0,4.758471,4.750344,4.894638,,30.9947513226,13.3700874975,,3.517340347569801e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1884,V974 Her,Classical,6.43,B8Vne,250,197,270.11525,19.50578611111111,1884.0,Gaia EDR3 4527619146074685696,2.3963,0.033,-1.853,0.345,243.0,6.483287,6.445818,6.507106,,45.3445195228,19.7134835468,,7.182704403615171e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1885,HD 164050,Classical,7.78,B8Ve,,3,270.297125,-40.335519444444444,1885.0,Gaia EDR3 4035444382533897728,2.4868,0.092,-5.864,0.315,58.3,7.764263,7.716065,7.812491,,351.7180992548,-8.4870703294,,2.207484149540783e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1886,CPD-56 8537,Classical,,Be,,0,270.31791666666663,-56.2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1887,HD 164492D,Classical,8.76,Be,,2,270.59637499999997,-23.033319444444444,1887.0,Gaia EDR3 4069268658698561664,-0.5197,-0.198,-3.112,1.341,1360.0,8.825583,8.859301,8.657754,,6.9965418484,-0.2548560212,,8.305572888396972e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J180223.1-230159,2.678719641399e-13,1.4360403376872e-13,6.431287068617e-14,6.1491066740005e-14,1.3489296156375e-14,-0.07121,-0.26983,-0.20237,0.9996766,0.9956457,0.8090135,,,,,,,,,"BeSS,Gaia,Chandra"
1888,V5098 Sgr,Classical,13.12,Be,,0,270.71208333333334,-24.2714,1888.0,Gaia EDR3 4066038018669844224,0.8751,0.505,-4.489,0.057,1.99,12.974946,13.377908,12.401599,-6.2,5.9716563253,-0.9575950432,6000.0,1.818127743312685e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1889,HD 164703,Classical,9.38,B5IVne,,1,270.85150000000004,-22.308947222222223,1889.0,Gaia EDR3 4069862429334970880,0.8436,-0.802,-0.49,0.117,11.2,9.322685,9.395678,9.139305,,7.7428524754,-0.1025994653,,5.254468512750943e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1890,HD 164741,Classical,9.01,B2IIe,,0,270.9336666666667,-25.31252222222222,1890.0,Gaia EDR3 4065715861804605696,0.7074,-0.492,-1.031,0.059,2.12,8.902412,9.081559,8.557458,,5.1640037003,-1.6448633658,,7.73816514234735e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1891,Cl* NGC 6530 ZCW 175,Classical,10.37,B3Ve,,0,271.04654166666666,-24.362530555555555,1891.0,Gaia EDR3 4065975930620727040,0.7615,1.243,-2.154,0.111,9.45,10.350207,10.417,10.185541,,6.0422028765,-1.2677812824,,2.0394825503692899e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J180411.1-242145,5.22312e-16,4.25776e-15,2.02565e-15,2.49623e-16,2.83331e-16,8.80529e-15,1.41865e-14,0.80776,-0.109916,-0.881935,-0.423303,0.681492,,,0.0,J180411.1-242145,1.327632280021e-14,5.0487762929674e-15,3.1047238820845e-15,5.1021240383985e-15,0.0,-0.30606,-0.65709,-0.43848,1.0,1.0,1.0,0.5884294,,,,,,,,"BeSS,Gaia,XMM,Chandra"
1892,V5100 Sgr,Classical,13.15,Be,,0,271.046625,-24.41318888888889,1892.0,Gaia EDR3 4065974517554929152,0.6444,-0.365,-2.08,0.062,2.33,12.804146,13.406442,12.025301,,5.9980921793,-1.292829704,,2.12786658115598e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
